Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price,release_year,Processor Series
"ASUS VivoBook 15 F1500EA-EJ3149W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,628.04,2021,G
"HP ProBook 455 G10 AMD Ryzen 7 7730U/32GB/1TB SSD/15.6""",New,HP,ProBook,AMD Ryzen 7,32,1000,SSD,,15.6,No,999.0,2023,U
"LG Gram 17 16Z90P Intel Core i7-1165G7/16GB/512GB SSD/17""",New,LG,Gram,Intel Core i7,16,512,SSD,,17.0,No,1859.01,2021,G
PcCom Revolt 4060 Intel Core i7-13700H/16GB/500GB SSD/RTX 4060/15.6 + Windows 11 Home,New,PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 4060,15.6,No,1849.9,2011,H
"Medion Classmate Pro E14409 MD62389 Intel Core i3-1005G1/8GB/256GB SSD/14""",New,Medion,Classmate Pro,Intel Core i3,8,256,SSD,,14.0,No,429.0,2020,G
"LG Gram 14T90Q-G.AA78B Intel Evo Core i7-12800HE/16GB/1TB SSD/14"" Táctil",New,LG,Gram,Intel Evo Core i7,16,1000,SSD,,14.0,Yes,1899.01,2022,H
"Lenovo Legion Pro 7 16IRX8H Intel Core i9-13900HX/32GB/1TB SSD/RTX 4090/16""",New,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4090,16.0,No,4199.0,2023,H
"Lenovo V15 G3 IAP Intel Core i3-1215U/8GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,512,SSD,,15.6,No,465.0,2022,U
PcCom Revolt 4060 Intel Core i5-13500H/16GB/500GB SSD/RTX 4060/15.6”,New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4060,15.6,No,1549.9,2011,H
"HP 15S-EQ1163NS AMD 3020e/8GB/256GB SSD/15.6""",New,HP,15S,AMD 3020e,8,256,SSD,,15.6,No,366.0,,Unknown
"Acer Aspire 3 A315-34 Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Acer,Aspire,Intel Celeron,8,256,SSD,,15.6,No,359.01,Unknown,Unknown
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/512GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,512,SSD,,14.0,No,743.0,2021,G
"HP 15S-FQ3008NS Intel Celeron N4500/8GB/256GB SSD/15.6""",New,HP,15S,Intel Celeron,8,256,SSD,,15.6,No,323.45,Unknown,Unknown
"MSI Prestige 15 A10SC-007ES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1999.0,2019,U
PcCom Revolt 3050 Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/15.6”,New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1449.9,2011,H
"Lenovo ThinkPad E15 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/MX550/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,MX 550,15.6,No,1405.19,2022,U
"ASUS F1500EA-EJ2369W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,849.0,2021,G
"ASUS ROG Strix SCAR 17 SE G733CX-LL045W Intel Core i9-12950HX/64GB/1TB+1TB SSD/RTX 3080Ti/17.3""",New,Asus,ROG,Intel Core i9,64,1000,SSD,RTX 3080,17.3,No,4299.01,2022,H
"MSI Prestige 13 Evo A12M-010ES Intel Core i7-1280P/16GB/512GB SSD/13.3""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,,13.3,No,867.53,2021,P
"Microsoft Surface Laptop 4 Platino AMD Ryzen 5 4680U/8 GB/256 GB SSD/13.5"" Táctil",New,Microsoft,Surface Laptop,AMD Ryzen 5,8,256,SSD,,13.5,Yes,1129.0,Unknown,U
"HP 17-CN0018NS Intel Celeron N4120/4GB/128GB SSD/17.3""",New,HP,17,Intel Celeron,4,128,SSD,,17.3,No,391.0,Unknown,Unknown
"Acer Aspire 5 A515-45-R35H AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",New,Acer,Aspire,AMD Ryzen 7,8,512,SSD,,15.6,No,809.01,2021,U
"Acer ConceptD 3 Pro CN316-73P-77Y4 Intel Core i7-11800H/16 GB/1TB SSD/T1200/16""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,16.0,No,1471.61,2021,H
Dell XPS 13 9315 Intel Core i7-1250U/16GB/512GB SSD/13.4'' Tátil (PT),New,Dell,XPS,Intel Core i7,16,512,SSD,,13.4,Yes,2139.73,2022,U
"HP 250 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,HP,250,Intel Core i7,16,512,SSD,,15.6,No,1057.0,2022,U
"HP ProBook 635 Aero G7 AMD Ryzen 5 Pro 4650U/8GB/256GB SSD/13.3""",New,HP,ProBook,AMD Ryzen 5,8,256,SSD,,13.3,No,1069.0,Unknown,Unknown
MSI Pulse 17 B13VGK-435PT Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3'' (PT),New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4070,17.3,No,2303.1,2022,H
"Microsoft Surface Laptop 4 Negro AMD Ryzen 7 4980U/8GB/512 GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,AMD Ryzen 7,8,512,SSD,,15.0,Yes,1649.0,Unknown,U
"Microsoft Surface Laptop 5 Negro Intel Evo Core i7-1255U/8GB/512GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,8,512,SSD,,15.0,Yes,1749.0,2022,U
"Microsoft Surface Laptop Studio Intel Core i7-11370H/32GB/2TB SSD/RTX 3050Ti/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i7,32,2000,SSD,RTX 3050,14.4,Yes,3199.0,2021,H
"PcCom Revolt 3050 Intel Core i7-13700H/16GB/500GB/RTX 3050/15.6""",New,PcCom,Revolt,Intel Core i7,16,500,,RTX 3050,15.6,No,1349.9,2011,H
"Acer Predator Triton 500 SE PT516-51s-75K6 Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/16""",New,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3080,16.0,No,2739.0,2021,H
"HP Zbook Firefly 16 G9 Intel Core i7-1260P/16 GB/512GB SSD/16""",New,HP,Zbook,Intel Core i7,16,512,SSD,,16.0,No,1627.0,2022,P
"Lenovo ThinkPad E14 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,14.0,No,1515.0,2022,U
PcCom Revolt 3050 Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/15.6 + Windows 11 Home,New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1599.9,2011,H
"ASUS F515EA-BQ1154X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i5,8,512,SSD,,15.6,No,809.01,2021,G
"Acer Extensa 15 EX215-54-55M9 Intel Core i5-1135G7/8GB/1TB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,1000,SSD,,15.6,No,583.85,2021,G
"Primux Ioxbook C15 Intel Celeron N4020/4GB/128GB SSD/15.6""",New,Primux,Ioxbook,Intel Celeron,4,128,SSD,,15.6,No,272.58,,Unknown
"Razer Blade 14 165Hz AMD Ryzen 9 6900HX/16GB/1TB SSD/RTX 3080Ti/14""",New,Razer,Blade,AMD Ryzen 9,16,1000,SSD,RTX 3080,14.0,No,4105.45,Unknown,H
"ASUS ZenBook 14 OLED UM3402YA-KM428WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,1056.0,2023,U
"HP 255 G8 AMD Ryzen 3 5300U/8GB/1TB SSD/15.6""",New,HP,255,AMD Ryzen 3,8,1000,SSD,,15.6,No,471.0,2021,U
"Lenovo ThinkPad L380 Intel Core i3-8130U/8GB/256GB SSD/13.3""",Refurbished,Lenovo,ThinkPad,Intel Core i3,8,256,SSD,,13.3,No,419.0,2018,U
PcCom Revolt 4060 Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/15.6 + Windows 11 Home,New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1949.9,2011,H
"ASUS ExpertBook B1 B1402CBA-EB0861W Intel Core i5-1235U/16GB/512GB SSD/14""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,14.0,No,800.0,2022,U
"ASUS Zenbook UM425QA AMD Ryzen 7 5800H 16GB/1TB SSD/14""(PT)",New,Asus,ZenBook,AMD Ryzen 7,16,1000,SSD,,14.0,No,1377.62,2021,H
"HP ProBook 440 G9 Intel Core i7-1255U/16GB/1TB SSD/14""",New,HP,ProBook,Intel Core i7,16,1000,SSD,,14.0,No,1214.49,2022,U
"Acer TravelMate P2 TMP214-53-594U Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,16,512,SSD,,14.0,No,925.0,2021,G
"Dell XPS 15 9520 Intel Core i7-12700H/16GB/1TB SSD/RTX3050 Ti/15.6""",New,Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,2319.0,2022,H
"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/14"" + Windows 11 Home",New,Alurin,Flex Advance,Intel Core i5,8,500,SSD,,14.0,No,590.0,2021,G
"LG Gram 17Z90Q Intel Core i7-1260P/32GB/512GB SSD/RTX 2050/17""",New,LG,Gram,Intel Core i7,32,512,SSD,RTX 2050,17.0,No,2209.0,2022,P
"Lenovo ThinkPad T480 Intel Core i5-7200U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,635.0,2017,U
"Acer TravelMate P2 TMP215-53-5887 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,,15.6,No,770.56,2021,G
"Dell Latitude E7450 Intel Core i5-5300U/8GB/256GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,8,256,SSD,,14.0,No,448.99,2015,U
"Lenovo ThinkBook 15 G4 IAP Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Lenovo,ThinkBook,Intel Core i7,16,512,SSD,,15.6,No,1196.97,2022,U
"HP 15S-FQ4100NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,595.9,2021,G
"HP 15S-FQ5028NS Intel Core i5-1235U/16GB/512GB SSD/15.6""+ Microsoft 365 Personal 12 Meses Descarga Digital",New,HP,15S,Intel Core i5,16,512,SSD,,15.6,No,850.99,2022,U
"Lenovo ThinkPad L450 Intel Core i5-4300U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,239.0,2014,U
"Apple MacBook Pro Intel Core i7/16GB/512GB SSD/Radeon Pro 560X/15.4"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro RX 560X,15.4,No,977.08,Unknown,Unknown
"ASUS F1500EA-EJ3528 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,SSD,,15.6,No,398.22,2021,G
"ASUS TUF GAMING A15 FA507XI-R97B47CS1 AMD Ryzen 9 7940HS/16GB/1TB SSD/RTX4070/15.6"" (PT)",New,Asus,TUF,AMD Ryzen 9,16,1000,SSD,RTX 4070,15.6,No,2017.87,2023,H
"ASUS BR1100FKA-BP1185XA Intel Celeron N4500/4GB/128GB SSD/11.6"" Táctil",New,Asus,BR,Intel Celeron,4,128,SSD,,11.6,Yes,495.33,Unknown,Unknown
"ASUS ROG Flow X16 GV601RM-M6074W AMD Ryzen 9 6900HS/16GB/1TB SSD/RTX 3060/16"" Táctil",New,Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 3060,16.0,Yes,2773.31,2022,H
"MSI Vector GP66HX 12UHS-204XES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3499.0,2021,H
"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/14""",Refurbished,Alurin,Flex Advance,Intel Core i5,16,500,SSD,,14.0,No,530.0,2021,G
ASUS ROG Flow X16 2023 GV601VV-NF015W Intel Core i9-13900H/16GB/1TB SSD/RTX 4060/16'' Táctil,New,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 4060,16.0,Yes,2599.01,2023,H
"ASUS Zenbook UM425QA-R55BLHDCP1 AMD Ryzen 5 5600H 16GB/512GB SSD/14""(PT)",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,1157.12,2021,H
"MSI Creator Pro Z16P B12UMST-094ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/16"" Táctil",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX A5500,16.0,Yes,4399.0,2021,H
"Lenovo V15 Gen 2 ALC AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 3,8,256,SSD,,15.6,No,359.9,2021,U
"ASUS VivoBook S OLED K3402ZA-KM079W Intel Evo Core i7-12700H/16GB/512GB SSD/14""",New,Asus,VivoBook,Intel Evo Core i7,16,512,SSD,,14.0,No,1449.5,2022,H
"Acer ConceptD 3 Ezel Pro CC315-73P-73PA Intel Core i7-11800H/16GB/1TB SSD/T1200/15.6"" Táctil",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,15.6,Yes,2206.1,2021,H
MSI Stealth 15 A13VF-060XES Intel Core i7-13620H/32GB/1TB SSD/RTX 4060/15.6'',New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,2184.41,2022,H
"ASUS E510MA-EJ972 Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Asus,E510,Intel Celeron,8,256,SSD,,15.6,No,285.0,Unknown,Unknown
"Lenovo ThinkPad X250 Intel Core i5-5300U/8GB/256GB SSD/12.5""",Refurbished,Lenovo,250,Intel Core i5,8,256,SSD,,12.5,No,358.99,2015,U
"ASUS F515EA-EJ1564W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,F515,Intel Core i3,8,256,SSD,,15.6,No,391.6,2021,G
"Dynabook Toshiba Satellite Pro C40-G-120 Intel Core i7-10510U/8GB/256GB SSD/14""",New,Dynabook Toshiba,Satellite Pro,Intel Core i7,8,256,SSD,,14.0,No,765.75,2011,U
"ASUS VivoBook 15 F1502ZA-EJ1119W Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,635.01,2022,U
"Dell Latitude 5430 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,14.0,No,1433.0,2022,U
"Microsoft Surface Pro 7 Intel Core i5-1035G4/16GB/256 GB SSD/12.3"" Platino",Refurbished,Microsoft,Surface Pro,Intel Core i5,16,256,SSD,,12.3,No,1111.35,2020,G
"Lenovo ThinkPad T480 Intel Core i5-8250U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,635.0,2018,U
"ASUS VivoBook F515EA-EJ3060W Intel Core i7-1165G7/16GB/512/GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,,15.6,No,883.19,2021,G
"HP EliteBook x360 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,,13.3,Yes,555.0,2018,U
"Lenovo ThinkBook 14s Yoga G2 Intel Core i7-1255U/16GB/512GB SSD/14"" Táctil",New,Lenovo,ThinkBook,Intel Core i7,16,512,SSD,,14.0,Yes,1473.83,2022,U
"Medion Akoya S15447 Intel Core i5-10210U/8 GB/256 GB SSD/15.6""",New,Medion,Akoya,Intel Core i5,8,256,SSD,,15.6,No,727.49,2020,U
"Dell Vostro 3420 Intel Core i7-1165G7/16 GB/512GB SSD/14""",New,Dell,Vostro,Intel Core i7,16,512,SSD,,14.0,No,1064.0,2021,G
"LG Gram 16T90Q-G Intel Core i7-1260P/16GB/1TB SSD/16"" Táctil",Refurbished,LG,Gram,Intel Core i7,16,1000,SSD,,16.0,Yes,1999.0,2022,P
"Microsoft Surface Pro 9 Bosque Intel Evo Core i5-1235U/8GB/256GB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,,13.0,Yes,1403.0,2022,U
"Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Plateado",Refurbished,Apple,MacBook Pro,Intel Core i5,8,128,,,13.0,No,604.0,Unknown,Unknown
"ASUS Vivobook  F1605EA-51BLHDSS1 Intel Core i5-1135G7/12GB/512GB SSD/16.0"" (PT)",New,Asus,VivoBook,Intel Core i5,12,512,SSD,,16.0,No,832.01,2021,G
"Gigabyte AORUS 5 KE4-72ES314SD Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1599.0,,H
"ASUS ExpertBook B1 B1502CBA-EJ0438W Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,15.6,No,800.0,2022,U
"ASUS ZenBook 13 OLED UX325EA-KG261 Intel Core i5-1135G7/8GB/512GB SSD/13.3""",New,Asus,ZenBook,Intel Core i5,8,512,SSD,,13.3,No,819.0,2021,G
"HP ENVY 17-cr0004np Intel Core i7-1260P/16GB/512GB SSD/17.3"" (PT)",New,HP,Envy,Intel Core i7,16,512,SSD,,17.3,No,1453.6,2022,P
"Dell Latitude 7320 Detachable Intel Evo Core i7-1180G7/16GB/512GB SSD/13"" Táctil",New,Dell,Latitude,Intel Evo Core i7,16,512,SSD,,13.0,Yes,1620.92,2021,G
"Acer Aspire 3 A315-56-56XH Intel Core i5-1035G1/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i5,8,512,SSD,,15.6,No,552.99,2020,G
"HP 250 G8 59T50EA Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,HP,250,Intel Core i3,8,512,SSD,,15.6,No,549.0,2021,G
"Lenovo ThinkPad T470 Intel Core i5-7300U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,,14.0,No,518.63,2017,U
"HP 15S-FQ3013NS Intel Celeron N4500/8GB/256GB SSD/15.6""",New,HP,15S,Intel Celeron,8,256,SSD,,15.6,No,465.26,Unknown,Unknown
"HP 470 G9 Intel Core i5-1235U/16GB/512GB SSD/MX550/17.3""",New,HP,470,Intel Core i5,16,512,SSD,MX 550,17.3,No,1212.0,2022,U
"Lenovo IdeaPad 5 15ITL05 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,,15.6,No,799.0,2021,G
"ASUS TUF Gaming F15 TUF506HC-HN088 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,769.0,2021,H
"Acer Swift 3 SF313-53 Intel Evo Core i7-1165G7/16GB/1TB SSD/13.5""",New,Acer,Swift,Intel Evo Core i7,16,1000,SSD,,13.5,No,1347.18,2021,G
"Apple Macbook Pro Intel Core i9/16GB/1TB SSD/Radeon Pro 5500M/16"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i9,16,1000,SSD,Radeon Pro 5500M,16.0,No,1899.0,Unknown,Unknown
"Lenovo ThinkPad X1 Carbon Intel Core i7-8565U/16GB/1TB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,1000,SSD,,14.0,No,818.0,2018,U
"MSI Creator M16 B13VE-681ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,No,2102.18,2022,H
PcCom Revolt 4060 Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/15.6,New,PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,1899.9,2011,H
"Acer TravelMate P2 TMP214-52-P5SM Intel Pentium Gold 6405U/8GB/256GB SSD/14""",New,Acer,TravelMate,Intel Pentium,8,256,SSD,,14.0,No,474.99,Unknown,Unknown
"Medion Akoya E15301 AMD Ryzen 3 3200U/8 GB/256 GB SSD/15.6""",New,Medion,Akoya,AMD Ryzen 3,8,256,SSD,,15.6,No,327.51,Unknown,U
"ASUS Rog Strix G17 G713QR-K4189 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3070/17.3""",New,Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3070,17.3,No,2649.44,2021,H
"ASUS ZenBook 14 UX3402ZA-KP490W Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Core i5,16,512,SSD,,14.0,No,846.31,2022,P
"HP 15S-FQ2180NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i3,8,512,SSD,,15.6,No,414.84,2021,G
"HP 250 G9 Intel Core i3-1215U/8GB/256 GB SSD/15.6""",New,HP,250,Intel Core i3,8,256,SSD,,15.6,No,399.37,2022,U
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/16 GB/512GB SSD/15.6""",New,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,,15.6,No,1069.0,2021,G
"Lenovo 300w Gen 3 AMD 3015e/4GB/128GB SSD/11.6"" Táctil",New,Lenovo,300w,AMD 3015e,4,128,SSD,,11.6,Yes,461.48,,Unknown
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/1TB SSD/16.2"" Plata",New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,,16.2,No,2999.01,2021,Unknown
"HP 15S-EQ2135NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,SSD,,15.6,No,613.2,2021,U
"ASUS VivoBook F1605PA-MB147 Intel Core i7-11370H/8GB/512GB SSD/16""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,16.0,No,599.99,2021,H
"HP Victus 16-E0099NS AMD Ryzen 7 5800H/8GB/512GB SSD/RX 5500M/16.1""",New,HP,Victus,AMD Ryzen 7,8,512,SSD,Radeon Pro 5500M,16.1,No,864.23,2021,H
"MSI Modern 15 B12M-042ES i7-1255U/16GB/1TB SSD/15.6""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,,15.6,No,1199.0,2021,U
"Microsoft Surface Pro 7 Intel Core i5-1035G4/8 GB/256 GB/12.3"" Negra",New,Microsoft,Surface Pro,Intel Core i5,8,256,,,12.3,No,1349.0,2020,G
"HP 15S-FQ4037NS Intel Core i7-1195G7/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,16,512,SSD,,15.6,No,695.5,2021,G
"MSI Stealth 14 Studio A13VG-048ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/14""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,14.0,No,2699.0,2022,H
ASUS Laptop M515DA AMD Ryzen 5 3500U/12GB/512GB SSD/15.6'' (PT),New,Asus,M515,AMD Ryzen 5,12,512,SSD,,15.6,No,707.51,2019,U
"LG Gram UltraSlim 15Z90RT-G.AD75B Intel Evo Core i7-1360P/32GB/512GB SSD/15"" OLED",New,LG,Gram,Intel Evo Core i7,32,512,SSD,,15.0,No,2099.0,2023,P
"MSI Creator M16 A12UD-232ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3050Ti/16""",Refurbished,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1749.0,2021,H
"HP ProBook 640 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",New,HP,ProBook,Intel Core i5,8,256,SSD,,14.0,No,764.34,2021,G
"Dell Latitude 3420 Intel Core i7-1165G7/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,14.0,No,999.0,2021,G
"HP 15S-EQ2070NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,SSD,,15.6,No,641.0,2021,U
"Medion Akoya E15303 AMD Ryzen 5 4500U/8GB/256GB SSD/15.6""",New,Medion,Akoya,AMD Ryzen 5,8,256,SSD,,15.6,No,563.62,Unknown,U
"MSI Summit E13 FlipEvo A12MT-030ES Intel Core i7-1280P/32GB/1TB SSD/13.4"" Táctil",New,MSI,Summit,Intel Core i7,32,1000,SSD,,13.4,Yes,1899.0,2021,P
"Thomson Neo Black Intel Celeron N4020/4GB/64GB eMMC/14.1""",New,Thomson,Neo,Intel Celeron,4,64,eMMC,,14.1,No,230.83,,Unknown
"PcCom Revolt 3050 Intel Core i5-13500H/16GB/500GB SSD/RTX 3050/15.6""",New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 3050,15.6,No,1199.9,2011,H
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""/Windows 11 Home",New,PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1800.01,2022,H
"LG Gram 17Z90R-G.AD78B Intel Evo Core i7-1360P/32GB/1TB SSD/17""",New,LG,Gram,Intel Evo Core i7,32,1000,SSD,,17.0,No,2199.0,2023,P
"HP 15S-EQ2073NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,,15.6,No,479.61,2021,U
"Lenovo ThinkBook 15 G4 IAP Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,,15.6,No,1074.0,2022,U
"ASUS ExpertBook B1 B1502CBA-EJ0425X Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,15.6,No,869.0,2022,U
"Lenovo ThinkPad L14 Gen 3 Intel Core i5-1235U/16GB/512GB SSD/14""",New,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,14.0,No,1282.0,2022,U
"HP 15s-fq4108ns i7-1195G7 Intel Core i7-1195G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,630.72,2021,G
"MSI Modern 15 A5M-010XES AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,MSI,Modern,AMD Ryzen 5,8,512,SSD,,15.6,No,720.25,2021,U
"HP 250 G8 Intel Core i5-1135G7/8 GB/512 GB SSD/15.6""",New,HP,250,Intel Core i5,8,512,SSD,,15.6,No,549.0,2021,G
"Apple MacBook Air Intel Core i5/16GB/512GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,16,512,SSD,,13.3,No,1498.0,Unknown,Unknown
"LG Ultra 16U70Q AMD Ryzen 7 5825U/16GB/512GB SSD/16""",New,LG,Ultra,AMD Ryzen 7,16,512,SSD,,16.0,No,1299.0,Unknown,U
"Lenovo Yoga 7 14ITL5 Intel Evo Core i7-1165G7/16 GB/512GB SSD/14"" Táctil",New,Lenovo,Yoga,Intel Evo Core i7,16,512,SSD,,14.0,Yes,1671.0,2021,G
"HP 15S-FQ4019NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,568.82,2021,G
